id,book_eng,chapter,verse,bible_eng
19092008,Psalms,92,8,"But thou, LORD, art most high for evermore."
19092009,Psalms,92,9,"For, lo, thine enemies, O LORD, for, lo, thine enemies shall perish; all the workers of iniquity shall be scattered."
19092010,Psalms,92,10,But my horn shalt thou exalt like the horn of an unicorn: I shall be anointed with fresh oil.
19092011,Psalms,92,11,"Mine eye also shall see my desire on mine enemies, and mine ears shall hear my desire of the wicked that rise up against me."
19092012,Psalms,92,12,The righteous shall flourish like the palm tree: he shall grow like a cedar in Lebanon.
19092013,Psalms,92,13,Those that be planted in the house of the LORD shall flourish in the courts of our God.
19092014,Psalms,92,14,They shall still bring forth fruit in old age; they shall be fat and flourishing;
19092015,Psalms,92,15,"To shew that the LORD is upright: he is my rock, and there is no unrighteousness in him."
19093001,Psalms,93,1,"The LORD reigneth, he is clothed with majesty; the LORD is clothed with strength, wherewith he hath girded himself: the world also is stablished, that it cannot be moved."
19093002,Psalms,93,2,Thy throne is established of old: thou art from everlasting.
19093003,Psalms,93,3,"The floods have lifted up, O LORD, the floods have lifted up their voice; the floods lift up their waves."
19093004,Psalms,93,4,"The LORD on high is mightier than the noise of many waters, yea, than the mighty waves of the sea."
19093005,Psalms,93,5,"Thy testimonies are very sure: holiness becometh thine house, O LORD, for ever."
19094001,Psalms,94,1,"O Lord God, to whom vengeance belongeth; O God, to whom vengeance belongeth, shew thyself."
19094002,Psalms,94,2,"Lift up thyself, thou judge of the earth: render a reward to the proud."
19094003,Psalms,94,3,"LORD, how long shall the wicked, how long shall the wicked triumph?"
19094004,Psalms,94,4,How long shall they utter and speak hard things? and all the workers of iniquity boast themselves?
19094005,Psalms,94,5,"They break in pieces thy people, O LORD, and afflict thine heritage."
19094006,Psalms,94,6,"They slay the widow and the stranger, and murder the fatherless."
19094007,Psalms,94,7,"Yet they say, The LORD shall not see, neither shall the God of Jacob regard it."
19094008,Psalms,94,8,"Understand, ye brutish among the people: and ye fools, when will ye be wise?"
19094009,Psalms,94,9,"He that planted the ear, shall he not hear? he that formed the eye, shall he not see?"
19094010,Psalms,94,10,"He that chastiseth the heathen, shall not he correct? he that teacheth man knowledge, shall not he know?"
19094011,Psalms,94,11,"The LORD knoweth the thoughts of man, that they are vanity."
19094012,Psalms,94,12,"Blessed is the man whom thou chastenest, O LORD, and teachest him out of thy law;"
19094013,Psalms,94,13,"That thou mayest give him rest from the days of adversity, until the pit be digged for the wicked."
19094014,Psalms,94,14,"For the LORD will not cast off his people, neither will he forsake his inheritance."
19094015,Psalms,94,15,But judgment shall return unto righteousness: and all the upright in heart shall follow it.
19094016,Psalms,94,16,Who will rise up for me against the evildoers? or who will stand up for me against the workers of iniquity?
19094017,Psalms,94,17,"Unless the LORD had been my help, my soul had almost dwelt in silence."
19094018,Psalms,94,18,"When I said, My foot slippeth; thy mercy, O LORD, held me up."
19094019,Psalms,94,19,In the multitude of my thoughts within me thy comforts delight my soul.
19094020,Psalms,94,20,"Shall the throne of iniquity have fellowship with thee, which frameth mischief by a law?"
19094021,Psalms,94,21,"They gather themselves together against the soul of the righteous, and condemn the innocent blood."
19094022,Psalms,94,22,But the LORD is my defence; and my God is the rock of my refuge.
19094023,Psalms,94,23,"And he shall bring upon them their own iniquity, and shall cut them off in their own wickedness; yea, the LORD our God shall cut them off."
19095001,Psalms,95,1,"O come, let us sing unto the LORD: let us make a joyful noise to the rock of our salvation."
19095002,Psalms,95,2,"Let us come before his presence with thanksgiving, and make a joyful noise unto him with psalms."
19095003,Psalms,95,3,"For the LORD is a great God, and a great King above all gods."
19095004,Psalms,95,4,In his hand are the deep places of the earth: the strength of the hills is his also.
19095005,Psalms,95,5,"The sea is his, and he made it: and his hands formed the dry land."
19095006,Psalms,95,6,"O come, let us worship and bow down: let us kneel before the LORD our maker."
19095007,Psalms,95,7,"For he is our God; and we are the people of his pasture, and the sheep of his hand. To day if ye will hear his voice,"
19095008,Psalms,95,8,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness:"
19095009,Psalms,95,9,"When your fathers tempted me, proved me, and saw my work."
19095010,Psalms,95,10,"Forty years long was I grieved with this generation, and said, It is a people that do err in their heart, and they have not known my ways:"
19095011,Psalms,95,11,Unto whom I sware in my wrath that they should not enter into my rest.
19096001,Psalms,96,1,"O sing unto the LORD a new song: sing unto the LORD, all the earth."
19096002,Psalms,96,2,"Sing unto the LORD, bless his name; shew forth his salvation from day to day."
19096003,Psalms,96,3,"Declare his glory among the heathen, his wonders among all people."
19096004,Psalms,96,4,"For the LORD is great, and greatly to be praised: he is to be feared above all gods."
19096005,Psalms,96,5,For all the gods of the nations are idols: but the LORD made the heavens.
19096006,Psalms,96,6,Honour and majesty are before him: strength and beauty are in his sanctuary.
19096007,Psalms,96,7,"Give unto the LORD, O ye kindreds of the people, give unto the LORD glory and strength."
19096008,Psalms,96,8,"Give unto the LORD the glory due unto his name: bring an offering, and come into his courts."
19096009,Psalms,96,9,"O worship the LORD in the beauty of holiness: fear before him, all the earth."
19096010,Psalms,96,10,Say among the heathen that the LORD reigneth: the world also shall be established that it shall not be moved: he shall judge the people righteously.
19096011,Psalms,96,11,"Let the heavens rejoice, and let the earth be glad; let the sea roar, and the fulness thereof."
19096012,Psalms,96,12,"Let the field be joyful, and all that is therein: then shall all the trees of the wood rejoice"
19096013,Psalms,96,13,"Before the LORD: for he cometh, for he cometh to judge the earth: he shall judge the world with righteousness, and the people with his truth."
19097001,Psalms,97,1,The LORD reigneth; let the earth rejoice; let the multitude of isles be glad thereof.
19097002,Psalms,97,2,Clouds and darkness are round about him: righteousness and judgment are the habitation of his throne.
19097003,Psalms,97,3,"A fire goeth before him, and burneth up his enemies round about."
19097004,Psalms,97,4,"His lightnings enlightened the world: the earth saw, and trembled."
19097005,Psalms,97,5,"The hills melted like wax at the presence of the LORD, at the presence of the Lord of the whole earth."
19097006,Psalms,97,6,"The heavens declare his righteousness, and all the people see his glory."
19097007,Psalms,97,7,"Confounded be all they that serve graven images, that boast themselves of idols: worship him, all ye gods."
19097008,Psalms,97,8,"Zion heard, and was glad; and the daughters of Judah rejoiced because of thy judgments, O LORD."
19097009,Psalms,97,9,"For thou, LORD, art high above all the earth: thou art exalted far above all gods."
19097010,Psalms,97,10,"Ye that love the LORD, hate evil: he preserveth the souls of his saints; he delivereth them out of the hand of the wicked."
19097011,Psalms,97,11,"Light is sown for the righteous, and gladness for the upright in heart."
19097012,Psalms,97,12,"Rejoice in the LORD, ye righteous; and give thanks at the remembrance of his holiness."
19098001,Psalms,98,1,"O sing unto the LORD a new song; for he hath done marvellous things: his right hand, and his holy arm, hath gotten him the victory."
19098002,Psalms,98,2,The LORD hath made known his salvation: his righteousness hath he openly shewed in the sight of the heathen.
19098003,Psalms,98,3,He hath remembered his mercy and his truth toward the house of Israel: all the ends of the earth have seen the salvation of our God.
19098004,Psalms,98,4,"Make a joyful noise unto the LORD, all the earth: make a loud noise, and rejoice, and sing praise."
19098005,Psalms,98,5,"Sing unto the LORD with the harp; with the harp, and the voice of a psalm."
19098006,Psalms,98,6,"With trumpets and sound of cornet make a joyful noise before the LORD, the King."
19098007,Psalms,98,7,"Let the sea roar, and the fulness thereof; the world, and they that dwell therein."
19098008,Psalms,98,8,Let the floods clap their hands: let the hills be joyful together
19098009,Psalms,98,9,"Before the LORD; for he cometh to judge the earth: with righteousness shall he judge the world, and the people with equity."
19099001,Psalms,99,1,The LORD reigneth; let the people tremble: he sitteth between the cherubims; let the earth be moved.
19099002,Psalms,99,2,The LORD is great in Zion; and he is high above all the people.
19099003,Psalms,99,3,Let them praise thy great and terrible name; for it is holy.
19099004,Psalms,99,4,"The king's strength also loveth judgment; thou dost establish equity, thou executest judgment and righteousness in Jacob."
19099005,Psalms,99,5,"Exalt ye the LORD our God, and worship at his footstool; for he is holy."
19099006,Psalms,99,6,"Moses and Aaron among his priests, and Samuel among them that call upon his name; they called upon the LORD, and he answered them."
19099007,Psalms,99,7,"He spake unto them in the cloudy pillar: they kept his testimonies, and the ordinance that he gave them."
19099008,Psalms,99,8,"Thou answeredst them, O LORD our God: thou wast a God that forgavest them, though thou tookest vengeance of their inventions."
19099009,Psalms,99,9,"Exalt the LORD our God, and worship at his holy hill; for the LORD our God is holy."
